failure_id,device_id,timestamp,failure_type,severity,downtime_minutes
3938,D0122,2026-01-05 17:00:00,Firmware Crash,Minor,59
3939,D0122,2026-01-07 02:00:00,Communication Failure,Minor,176
3940,D0122,2026-01-10 15:00:00,Firmware Crash,Minor,37
3941,D0122,2026-01-23 16:00:00,Firmware Crash,Minor,167
3942,D0122,2026-01-27 09:00:00,Communication Failure,Minor,63
3943,D0122,2026-01-28 22:00:00,Communication Failure,Minor,187
3944,D0122,2026-01-29 14:00:00,Communication Failure,Minor,17
3945,D0122,2026-02-06 13:00:00,Firmware Crash,Minor,21
3946,D0122,2026-02-08 22:00:00,Communication Failure,Minor,74
3947,D0122,2026-02-13 10:00:00,Communication Failure,Minor,11
3948,D0122,2026-02-13 15:00:00,Communication Failure,Minor,67
3949,D0122,2026-02-14 12:00:00,Communication Failure,Minor,180
3950,D0122,2026-02-16 16:00:00,Firmware Crash,Minor,201
3951,D0122,2026-02-17 01:00:00,Communication Failure,Minor,156
3952,D0122,2026-02-17 09:00:00,Communication Failure,Minor,43
3953,D0122,2026-02-17 17:00:00,Communication Failure,Minor,65
3954,D0122,2026-02-21 19:00:00,Communication Failure,Minor,91
3955,D0122,2026-02-23 16:00:00,Communication Failure,Minor,97
3956,D0122,2026-02-25 08:00:00,Communication Failure,Minor,127
3957,D0122,2026-03-07 14:00:00,Firmware Crash,Minor,211
3958,D0122,2026-03-09 00:00:00,Communication Failure,Minor,46
3959,D0122,2026-03-26 01:00:00,Communication Failure,Minor,86
3960,D0122,2026-03-27 10:00:00,Communication Failure,Minor,74
3961,D0122,2026-03-31 10:00:00,Communication Failure,Minor,115
3962,D0123,2026-01-04 20:00:00,Communication Failure,Minor,82
3963,D0123,2026-01-06 21:00:00,Communication Failure,Minor,25
3964,D0123,2026-01-09 14:00:00,Firmware Crash,Minor,10
3965,D0123,2026-01-12 13:00:00,Communication Failure,Minor,176
3966,D0123,2026-01-18 16:00:00,Communication Failure,Minor,174
3967,D0123,2026-01-19 20:00:00,Communication Failure,Minor,24
3968,D0123,2026-01-20 03:00:00,Communication Failure,Minor,67
3969,D0123,2026-01-23 11:00:00,Communication Failure,Minor,152
3970,D0123,2026-01-24 12:00:00,Firmware Crash,Minor,77
3971,D0123,2026-01-24 17:00:00,Communication Failure,Minor,235
3972,D0123,2026-01-26 14:00:00,Firmware Crash,Minor,236
3973,D0123,2026-02-03 18:00:00,Communication Failure,Minor,107
3974,D0123,2026-02-06 13:00:00,Firmware Crash,Minor,133
3975,D0123,2026-02-07 22:00:00,Communication Failure,Minor,198
3976,D0123,2026-02-08 01:00:00,Communication Failure,Minor,158
3977,D0123,2026-02-09 16:00:00,Communication Failure,Minor,166
3978,D0123,2026-02-12 19:00:00,Communication Failure,Minor,41
3979,D0123,2026-02-15 05:00:00,Communication Failure,Minor,10
3980,D0123,2026-02-20 04:00:00,Communication Failure,Minor,158
3981,D0123,2026-02-24 00:00:00,Communication Failure,Minor,194
3982,D0123,2026-02-25 07:00:00,Communication Failure,Minor,95
3983,D0123,2026-02-28 19:00:00,Communication Failure,Minor,111
3984,D0123,2026-03-04 03:00:00,Communication Failure,Minor,216
3985,D0123,2026-03-06 06:00:00,Communication Failure,Minor,232
3986,D0123,2026-03-07 14:00:00,Firmware Crash,Minor,90
3987,D0123,2026-03-08 18:00:00,Communication Failure,Minor,125
3988,D0123,2026-03-11 13:00:00,Firmware Crash,Minor,239
3989,D0123,2026-03-16 23:00:00,Communication Failure,Minor,57
3990,D0123,2026-03-19 19:00:00,Communication Failure,Minor,63
3991,D0123,2026-03-31 19:00:00,Communication Failure,Minor,163
3992,D0124,2026-01-06 23:00:00,Communication Failure,Minor,70
3993,D0124,2026-01-07 12:00:00,Firmware Crash,Minor,174
3994,D0124,2026-01-09 16:00:00,Firmware Crash,Minor,207
3995,D0124,2026-01-11 23:00:00,Communication Failure,Minor,107
3996,D0124,2026-01-15 10:00:00,Communication Failure,Minor,85
3997,D0124,2026-01-19 16:00:00,Communication Failure,Minor,96
3998,D0124,2026-01-23 14:00:00,Firmware Crash,Minor,209
3999,D0124,2026-01-27 12:00:00,Firmware Crash,Minor,35
4000,D0124,2026-02-01 15:00:00,Communication Failure,Minor,157
4001,D0124,2026-02-01 18:00:00,Communication Failure,Minor,206
4002,D0124,2026-02-02 14:00:00,Communication Failure,Minor,177
4003,D0124,2026-02-05 13:00:00,Communication Failure,Minor,52
4004,D0124,2026-02-17 09:00:00,Communication Failure,Minor,156
4005,D0124,2026-02-26 01:00:00,Communication Failure,Minor,179
4006,D0124,2026-02-27 15:00:00,Firmware Crash,Minor,59
4007,D0124,2026-03-02 17:00:00,Firmware Crash,Minor,192
4008,D0124,2026-03-05 03:00:00,Communication Failure,Minor,118
4009,D0124,2026-03-08 02:00:00,Communication Failure,Minor,233
4010,D0124,2026-03-08 15:00:00,Communication Failure,Minor,190
4011,D0124,2026-03-08 17:00:00,Firmware Crash,Minor,119
4012,D0124,2026-03-13 13:00:00,Firmware Crash,Minor,173
4013,D0124,2026-03-18 20:00:00,Communication Failure,Minor,128
4014,D0124,2026-03-23 03:00:00,Communication Failure,Minor,83
4015,D0124,2026-03-25 13:00:00,Communication Failure,Minor,213
4016,D0124,2026-03-28 09:00:00,Communication Failure,Minor,158
4017,D0124,2026-03-29 17:00:00,Firmware Crash,Minor,208
4018,D0124,2026-03-31 11:00:00,Communication Failure,Minor,200
4019,D0125,2026-01-03 13:00:00,Firmware Crash,Minor,71
4020,D0125,2026-01-06 17:00:00,Firmware Crash,Minor,176
4021,D0125,2026-01-06 22:00:00,Communication Failure,Minor,125
4022,D0125,2026-01-07 14:00:00,Communication Failure,Minor,83
4023,D0125,2026-01-14 17:00:00,Communication Failure,Minor,218
4024,D0125,2026-01-17 13:00:00,Communication Failure,Minor,224
4025,D0125,2026-01-20 09:00:00,Communication Failure,Minor,100
4026,D0125,2026-02-01 04:00:00,Communication Failure,Minor,139
4027,D0125,2026-02-01 14:00:00,Communication Failure,Minor,92
4028,D0125,2026-02-02 23:00:00,Communication Failure,Minor,66
4029,D0125,2026-02-07 15:00:00,Firmware Crash,Minor,122
4030,D0125,2026-02-12 17:00:00,Firmware Crash,Minor,100
4031,D0125,2026-02-20 08:00:00,Communication Failure,Minor,123
4032,D0125,2026-02-20 17:00:00,Firmware Crash,Minor,230
4033,D0125,2026-02-24 15:00:00,Communication Failure,Minor,29
4034,D0125,2026-02-24 20:00:00,Communication Failure,Minor,50
4035,D0125,2026-02-26 19:00:00,Communication Failure,Minor,231
4036,D0125,2026-02-28 13:00:00,Communication Failure,Minor,212
4037,D0125,2026-03-02 03:00:00,Communication Failure,Minor,169
4038,D0125,2026-03-05 16:00:00,Firmware Crash,Minor,22
4039,D0125,2026-03-06 17:00:00,Firmware Crash,Minor,27
4040,D0125,2026-03-07 14:00:00,Communication Failure,Minor,36
4041,D0125,2026-03-09 13:00:00,Communication Failure,Minor,207
4042,D0125,2026-03-14 12:00:00,Firmware Crash,Minor,179
4043,D0125,2026-03-24 10:00:00,Communication Failure,Minor,187
4044,D0125,2026-03-31 13:00:00,Firmware Crash,Minor,200
4045,D0126,2026-01-10 13:00:00,Firmware Crash,Minor,205
4046,D0126,2026-01-10 19:00:00,Communication Failure,Minor,188
4047,D0126,2026-01-12 17:00:00,Communication Failure,Minor,164
4048,D0126,2026-01-21 16:00:00,Firmware Crash,Minor,179
4049,D0126,2026-01-24 17:00:00,Firmware Crash,Minor,123
4050,D0126,2026-01-25 03:00:00,Communication Failure,Minor,21
4051,D0126,2026-01-29 01:00:00,Communication Failure,Minor,169
4052,D0126,2026-01-30 13:00:00,Firmware Crash,Minor,85
4053,D0126,2026-02-02 11:00:00,Communication Failure,Minor,205
4054,D0126,2026-02-09 17:00:00,Firmware Crash,Minor,56
4055,D0126,2026-02-11 15:00:00,Firmware Crash,Minor,221
4056,D0126,2026-02-16 22:00:00,Communication Failure,Minor,79
4057,D0126,2026-02-21 16:00:00,Communication Failure,Minor,46
4058,D0126,2026-02-24 02:00:00,Communication Failure,Minor,45
4059,D0126,2026-02-24 13:00:00,Communication Failure,Minor,201
4060,D0126,2026-02-24 22:00:00,Communication Failure,Minor,106
4061,D0126,2026-02-27 09:00:00,Communication Failure,Minor,224
4062,D0126,2026-03-04 14:00:00,Firmware Crash,Minor,80
4063,D0126,2026-03-05 11:00:00,Communication Failure,Minor,146
4064,D0126,2026-03-13 00:00:00,Communication Failure,Minor,201
4065,D0126,2026-03-13 23:00:00,Communication Failure,Minor,163
4066,D0126,2026-03-14 09:00:00,Communication Failure,Minor,121
4067,D0126,2026-03-24 00:00:00,Communication Failure,Minor,166
4068,D0126,2026-03-24 06:00:00,Communication Failure,Minor,232
4069,D0126,2026-03-24 10:00:00,Communication Failure,Minor,32
4070,D0126,2026-03-24 15:00:00,Communication Failure,Minor,220
4071,D0126,2026-03-26 04:00:00,Communication Failure,Minor,109
4072,D0126,2026-03-26 09:00:00,Communication Failure,Minor,154
4073,D0126,2026-03-26 12:00:00,Communication Failure,Minor,111
4074,D0126,2026-03-26 13:00:00,Firmware Crash,Minor,204
4075,D0126,2026-03-28 10:00:00,Communication Failure,Minor,147
4076,D0126,2026-03-28 17:00:00,Communication Failure,Minor,131
4077,D0127,2026-01-01 16:00:00,Firmware Crash,Minor,119
4078,D0127,2026-01-05 13:00:00,Firmware Crash,Minor,110
4079,D0127,2026-01-07 04:00:00,Communication Failure,Minor,121
4080,D0127,2026-01-08 20:00:00,Communication Failure,Minor,230
4081,D0127,2026-01-11 17:00:00,Firmware Crash,Minor,24
4082,D0127,2026-01-12 06:00:00,Communication Failure,Minor,47
4083,D0127,2026-01-17 06:00:00,Communication Failure,Minor,91
4084,D0127,2026-01-18 15:00:00,Communication Failure,Minor,202
4085,D0127,2026-01-22 15:00:00,Firmware Crash,Minor,112
4086,D0127,2026-01-24 09:00:00,Communication Failure,Minor,129
4087,D0127,2026-01-25 09:00:00,Communication Failure,Minor,128
4088,D0127,2026-01-27 15:00:00,Firmware Crash,Minor,46
4089,D0127,2026-01-29 19:00:00,Communication Failure,Minor,215
4090,D0127,2026-02-09 08:00:00,Communication Failure,Minor,220
4091,D0127,2026-02-12 09:00:00,Communication Failure,Minor,17
4092,D0127,2026-02-16 17:00:00,Communication Failure,Minor,217
4093,D0127,2026-02-20 12:00:00,Firmware Crash,Minor,89
4094,D0127,2026-02-21 11:00:00,Communication Failure,Minor,95
4095,D0127,2026-02-23 16:00:00,Communication Failure,Minor,220
4096,D0127,2026-02-24 07:00:00,Communication Failure,Minor,116
4097,D0127,2026-02-28 15:00:00,Firmware Crash,Minor,16
4098,D0127,2026-03-02 17:00:00,Communication Failure,Minor,220
4099,D0127,2026-03-06 13:00:00,Communication Failure,Minor,17
4100,D0127,2026-03-06 23:00:00,Communication Failure,Minor,169
4101,D0127,2026-03-08 08:00:00,Communication Failure,Minor,101
4102,D0127,2026-03-08 22:00:00,Communication Failure,Minor,100
4103,D0127,2026-03-10 20:00:00,Communication Failure,Minor,65
4104,D0127,2026-03-17 13:00:00,Firmware Crash,Minor,144
4105,D0127,2026-03-20 00:00:00,Communication Failure,Minor,227
4106,D0127,2026-03-20 02:00:00,Communication Failure,Minor,105
4107,D0127,2026-03-21 17:00:00,Firmware Crash,Minor,151
4108,D0127,2026-03-23 21:00:00,Communication Failure,Minor,166
4109,D0127,2026-03-24 12:00:00,Communication Failure,Minor,55
4110,D0128,2026-01-02 13:00:00,Communication Failure,Minor,86
4111,D0128,2026-01-11 08:00:00,Communication Failure,Minor,110
4112,D0128,2026-01-12 12:00:00,Firmware Crash,Minor,169
4113,D0128,2026-01-13 18:00:00,Communication Failure,Minor,55
4114,D0128,2026-01-14 12:00:00,Communication Failure,Minor,135
4115,D0128,2026-01-15 12:00:00,Firmware Crash,Minor,115
4116,D0128,2026-01-22 12:00:00,Firmware Crash,Minor,10
4117,D0128,2026-01-27 16:00:00,Firmware Crash,Minor,195
4118,D0128,2026-02-03 04:00:00,Communication Failure,Minor,118
4119,D0128,2026-02-04 13:00:00,Firmware Crash,Minor,25
4120,D0128,2026-02-04 15:00:00,Firmware Crash,Minor,35
4121,D0128,2026-02-04 17:00:00,Firmware Crash,Minor,67
4122,D0128,2026-02-04 22:00:00,Communication Failure,Minor,210
4123,D0128,2026-02-08 12:00:00,Firmware Crash,Minor,155
4124,D0128,2026-02-11 04:00:00,Communication Failure,Minor,66
4125,D0128,2026-02-12 12:00:00,Firmware Crash,Minor,55
4126,D0128,2026-02-17 22:00:00,Communication Failure,Minor,206
4127,D0128,2026-02-18 12:00:00,Firmware Crash,Minor,172
4128,D0128,2026-02-19 19:00:00,Communication Failure,Minor,174
4129,D0128,2026-03-04 17:00:00,Firmware Crash,Minor,174
4130,D0128,2026-03-06 12:00:00,Firmware Crash,Minor,96
4131,D0128,2026-03-06 16:00:00,Firmware Crash,Minor,178
4132,D0128,2026-03-07 23:00:00,Communication Failure,Minor,194
4133,D0128,2026-03-09 14:00:00,Firmware Crash,Minor,13
4134,D0128,2026-03-10 17:00:00,Firmware Crash,Minor,34
4135,D0128,2026-03-12 13:00:00,Communication Failure,Minor,63
4136,D0128,2026-03-14 04:00:00,Communication Failure,Minor,52
4137,D0128,2026-03-14 14:00:00,Firmware Crash,Minor,42
4138,D0128,2026-03-17 14:00:00,Communication Failure,Minor,40
4139,D0128,2026-03-17 18:00:00,Communication Failure,Minor,85
4140,D0128,2026-03-20 04:00:00,Communication Failure,Minor,81
4141,D0128,2026-03-20 17:00:00,Firmware Crash,Minor,112
4142,D0128,2026-03-23 05:00:00,Communication Failure,Minor,231
4143,D0128,2026-03-24 01:00:00,Communication Failure,Minor,199
4144,D0128,2026-03-25 17:00:00,Firmware Crash,Minor,223
4145,D0128,2026-03-27 13:00:00,Firmware Crash,Minor,99
4146,D0128,2026-03-29 13:00:00,Communication Failure,Minor,185
4147,D0128,2026-03-30 10:00:00,Communication Failure,Minor,108
4148,D0128,2026-03-31 04:00:00,Communication Failure,Minor,189
4149,D0129,2026-01-02 15:00:00,Firmware Crash,Minor,176
4150,D0129,2026-01-03 13:00:00,Firmware Crash,Minor,75
4151,D0129,2026-01-03 14:00:00,Firmware Crash,Minor,194
4152,D0129,2026-01-07 17:00:00,Communication Failure,Minor,117
4153,D0129,2026-01-09 04:00:00,Communication Failure,Minor,235
4154,D0129,2026-01-09 12:00:00,Firmware Crash,Minor,26
4155,D0129,2026-01-12 06:00:00,Communication Failure,Minor,118
4156,D0129,2026-01-16 14:00:00,Firmware Crash,Minor,127
4157,D0129,2026-01-24 15:00:00,Communication Failure,Minor,139
4158,D0129,2026-02-03 13:00:00,Firmware Crash,Minor,103
4159,D0129,2026-02-11 05:00:00,Communication Failure,Minor,56
4160,D0129,2026-02-13 20:00:00,Communication Failure,Minor,236
4161,D0129,2026-02-17 15:00:00,Firmware Crash,Minor,106
4162,D0129,2026-02-21 18:00:00,Communication Failure,Minor,176
4163,D0129,2026-02-21 22:00:00,Communication Failure,Minor,59
4164,D0129,2026-02-22 17:00:00,Communication Failure,Minor,25
4165,D0129,2026-02-24 12:00:00,Firmware Crash,Minor,233
4166,D0129,2026-02-25 10:00:00,Communication Failure,Minor,65
4167,D0129,2026-02-28 05:00:00,Communication Failure,Minor,127
4168,D0129,2026-03-04 12:00:00,Firmware Crash,Minor,46
4169,D0129,2026-03-08 04:00:00,Communication Failure,Minor,61
4170,D0129,2026-03-08 13:00:00,Communication Failure,Minor,117
4171,D0129,2026-03-12 14:00:00,Communication Failure,Minor,190
4172,D0129,2026-03-14 17:00:00,Communication Failure,Minor,216
4173,D0129,2026-03-15 20:00:00,Communication Failure,Minor,192
4174,D0129,2026-03-16 04:00:00,Communication Failure,Minor,66
4175,D0129,2026-03-17 12:00:00,Firmware Crash,Minor,66
4176,D0129,2026-03-19 12:00:00,Firmware Crash,Minor,95
4177,D0129,2026-03-19 15:00:00,Communication Failure,Minor,67
4178,D0129,2026-03-22 14:00:00,Communication Failure,Minor,227
4179,D0129,2026-03-23 17:00:00,Firmware Crash,Minor,216
4180,D0129,2026-03-24 15:00:00,Firmware Crash,Minor,106
4181,D0129,2026-03-30 14:00:00,Firmware Crash,Minor,135
4182,D0130,2026-01-01 12:00:00,Firmware Crash,Minor,168
4183,D0130,2026-01-01 14:00:00,Communication Failure,Minor,29
4184,D0130,2026-01-02 13:00:00,Communication Failure,Minor,102
4185,D0130,2026-01-03 13:00:00,Firmware Crash,Minor,37
4186,D0130,2026-01-06 02:00:00,Communication Failure,Minor,237
4187,D0130,2026-01-06 20:00:00,Communication Failure,Minor,16
4188,D0130,2026-01-07 12:00:00,Communication Failure,Minor,156
4189,D0130,2026-01-08 12:00:00,Firmware Crash,Minor,147
4190,D0130,2026-01-09 16:00:00,Communication Failure,Minor,99
4191,D0130,2026-01-11 02:00:00,Communication Failure,Minor,148
4192,D0130,2026-01-13 12:00:00,Firmware Crash,Minor,235
4193,D0130,2026-01-16 09:00:00,Communication Failure,Minor,73
4194,D0130,2026-01-16 16:00:00,Communication Failure,Minor,10
4195,D0130,2026-01-17 17:00:00,Firmware Crash,Minor,49
4196,D0130,2026-01-19 00:00:00,Communication Failure,Minor,228
4197,D0130,2026-01-21 09:00:00,Communication Failure,Minor,203
4198,D0130,2026-01-21 15:00:00,Firmware Crash,Minor,103
4199,D0130,2026-01-23 17:00:00,Firmware Crash,Minor,202
4200,D0130,2026-01-24 17:00:00,Firmware Crash,Minor,136
4201,D0130,2026-01-26 00:00:00,Communication Failure,Minor,109
4202,D0130,2026-01-27 15:00:00,Firmware Crash,Minor,120
4203,D0130,2026-01-28 06:00:00,Communication Failure,Minor,49
4204,D0130,2026-02-02 08:00:00,Communication Failure,Minor,146
4205,D0130,2026-02-03 17:00:00,Firmware Crash,Minor,124
4206,D0130,2026-02-09 10:00:00,Communication Failure,Minor,208
4207,D0130,2026-02-17 01:00:00,Communication Failure,Minor,184
4208,D0130,2026-02-17 20:00:00,Communication Failure,Minor,74
4209,D0130,2026-02-19 00:00:00,Communication Failure,Minor,51
4210,D0130,2026-02-19 14:00:00,Communication Failure,Minor,197
4211,D0130,2026-02-19 17:00:00,Firmware Crash,Minor,85
4212,D0130,2026-02-22 02:00:00,Communication Failure,Minor,92
4213,D0130,2026-02-24 21:00:00,Communication Failure,Minor,229
4214,D0130,2026-03-02 12:00:00,Firmware Crash,Minor,167
4215,D0130,2026-03-02 13:00:00,Firmware Crash,Minor,135
4216,D0130,2026-03-04 21:00:00,Communication Failure,Minor,86
4217,D0130,2026-03-08 23:00:00,Communication Failure,Minor,201
4218,D0130,2026-03-10 16:00:00,Communication Failure,Minor,204
4219,D0130,2026-03-10 23:00:00,Communication Failure,Minor,139
4220,D0130,2026-03-15 10:00:00,Communication Failure,Minor,193
4221,D0130,2026-03-16 01:00:00,Communication Failure,Minor,170
4222,D0130,2026-03-16 17:00:00,Communication Failure,Minor,156
4223,D0130,2026-03-19 23:00:00,Communication Failure,Minor,17
4224,D0130,2026-03-22 16:00:00,Communication Failure,Minor,108
4225,D0130,2026-03-24 06:00:00,Communication Failure,Minor,185
4226,D0130,2026-03-24 16:00:00,Communication Failure,Minor,202
4227,D0130,2026-03-29 13:00:00,Firmware Crash,Minor,72
4228,D0130,2026-03-30 04:00:00,Communication Failure,Minor,15
4229,D0131,2026-01-01 13:00:00,Communication Failure,Minor,239
4230,D0131,2026-01-06 21:00:00,Communication Failure,Minor,211
4231,D0131,2026-01-09 12:00:00,Communication Failure,Minor,145
4232,D0131,2026-01-09 21:00:00,Communication Failure,Minor,49
4233,D0131,2026-01-11 07:00:00,Communication Failure,Minor,97
4234,D0131,2026-01-12 08:00:00,Communication Failure,Minor,51
4235,D0131,2026-01-13 15:00:00,Communication Failure,Minor,44
4236,D0131,2026-01-18 18:00:00,Communication Failure,Minor,180
4237,D0131,2026-01-29 12:00:00,Communication Failure,Minor,12
4238,D0131,2026-02-02 15:00:00,Firmware Crash,Minor,170
4239,D0131,2026-02-06 09:00:00,Communication Failure,Minor,107
4240,D0131,2026-02-07 06:00:00,Communication Failure,Minor,65
4241,D0131,2026-02-10 16:00:00,Communication Failure,Minor,22
4242,D0131,2026-02-11 06:00:00,Communication Failure,Minor,188
4243,D0131,2026-02-11 23:00:00,Communication Failure,Minor,58
4244,D0131,2026-02-12 14:00:00,Firmware Crash,Minor,17
4245,D0131,2026-02-12 21:00:00,Communication Failure,Minor,181
4246,D0131,2026-02-13 10:00:00,Communication Failure,Minor,58
4247,D0131,2026-02-14 12:00:00,Firmware Crash,Minor,17
4248,D0131,2026-02-19 12:00:00,Communication Failure,Minor,136
4249,D0131,2026-02-20 07:00:00,Communication Failure,Minor,95
4250,D0131,2026-02-20 11:00:00,Communication Failure,Minor,158
4251,D0131,2026-02-22 16:00:00,Firmware Crash,Minor,37
4252,D0131,2026-02-25 08:00:00,Communication Failure,Minor,87
4253,D0131,2026-02-25 11:00:00,Communication Failure,Minor,56
4254,D0131,2026-02-27 19:00:00,Communication Failure,Minor,128
4255,D0131,2026-02-28 01:00:00,Communication Failure,Minor,193
4256,D0131,2026-03-02 03:00:00,Communication Failure,Minor,52
4257,D0131,2026-03-02 19:00:00,Communication Failure,Minor,16
4258,D0131,2026-03-07 08:00:00,Communication Failure,Minor,135
4259,D0131,2026-03-09 17:00:00,Firmware Crash,Minor,176
4260,D0131,2026-03-10 08:00:00,Communication Failure,Minor,213
4261,D0131,2026-03-10 11:00:00,Communication Failure,Minor,128
4262,D0131,2026-03-11 07:00:00,Communication Failure,Minor,182
4263,D0131,2026-03-12 06:00:00,Communication Failure,Minor,205
4264,D0131,2026-03-19 08:00:00,Communication Failure,Minor,230
4265,D0131,2026-03-21 15:00:00,Communication Failure,Minor,44
4266,D0131,2026-03-23 12:00:00,Firmware Crash,Minor,181
4267,D0132,2026-01-06 12:00:00,Communication Failure,Minor,223
4268,D0132,2026-01-09 02:00:00,Communication Failure,Minor,75
4269,D0132,2026-01-11 13:00:00,Communication Failure,Minor,67
4270,D0132,2026-01-13 17:00:00,Firmware Crash,Minor,94
4271,D0132,2026-01-16 14:00:00,Communication Failure,Minor,121
4272,D0132,2026-01-20 13:00:00,Firmware Crash,Minor,168
4273,D0132,2026-01-21 08:00:00,Communication Failure,Minor,154
4274,D0132,2026-01-21 11:00:00,Communication Failure,Minor,51
4275,D0132,2026-01-29 18:00:00,Communication Failure,Minor,146
4276,D0132,2026-01-30 16:00:00,Firmware Crash,Minor,41
4277,D0132,2026-02-05 15:00:00,Communication Failure,Minor,24
4278,D0132,2026-02-07 02:00:00,Communication Failure,Minor,61
4279,D0132,2026-02-14 17:00:00,Communication Failure,Minor,16
4280,D0132,2026-02-16 01:00:00,Communication Failure,Minor,56
4281,D0132,2026-02-18 00:00:00,Communication Failure,Minor,125
4282,D0132,2026-02-18 04:00:00,Communication Failure,Minor,153
4283,D0132,2026-02-19 09:00:00,Communication Failure,Minor,61
4284,D0132,2026-02-20 15:00:00,Firmware Crash,Minor,13
4285,D0132,2026-02-24 12:00:00,Firmware Crash,Minor,195
4286,D0132,2026-02-25 13:00:00,Firmware Crash,Minor,33
4287,D0132,2026-02-26 02:00:00,Communication Failure,Minor,202
4288,D0132,2026-02-26 14:00:00,Communication Failure,Minor,234
4289,D0132,2026-02-26 16:00:00,Firmware Crash,Minor,157
4290,D0132,2026-02-28 03:00:00,Communication Failure,Minor,164
4291,D0132,2026-03-01 14:00:00,Firmware Crash,Minor,204
4292,D0132,2026-03-04 08:00:00,Communication Failure,Minor,129
4293,D0132,2026-03-04 18:00:00,Communication Failure,Minor,126
4294,D0132,2026-03-06 08:00:00,Communication Failure,Minor,165
4295,D0132,2026-03-08 14:00:00,Firmware Crash,Minor,179
4296,D0132,2026-03-16 20:00:00,Communication Failure,Minor,212
4297,D0132,2026-03-25 01:00:00,Communication Failure,Minor,59
4298,D0132,2026-03-25 12:00:00,Communication Failure,Minor,37
4299,D0132,2026-03-27 17:00:00,Firmware Crash,Minor,232
4300,D0132,2026-03-27 23:00:00,Communication Failure,Minor,145
4301,D0132,2026-03-31 04:00:00,Communication Failure,Minor,68
4302,D0133,2026-01-04 12:00:00,Firmware Crash,Minor,185
4303,D0133,2026-01-08 17:00:00,Firmware Crash,Minor,48
4304,D0133,2026-01-10 19:00:00,Communication Failure,Minor,143
4305,D0133,2026-01-14 12:00:00,Firmware Crash,Minor,63
4306,D0133,2026-01-15 15:00:00,Communication Failure,Minor,56
4307,D0133,2026-01-22 08:00:00,Communication Failure,Minor,30
4308,D0133,2026-01-22 17:00:00,Communication Failure,Minor,155
4309,D0133,2026-01-27 12:00:00,Firmware Crash,Minor,236
4310,D0133,2026-02-03 12:00:00,Communication Failure,Minor,49
4311,D0133,2026-02-05 07:00:00,Communication Failure,Minor,10
4312,D0133,2026-02-08 16:00:00,Communication Failure,Minor,27
4313,D0133,2026-02-15 18:00:00,Communication Failure,Minor,125
4314,D0133,2026-02-25 19:00:00,Communication Failure,Minor,198
4315,D0133,2026-02-26 15:00:00,Firmware Crash,Minor,46
4316,D0133,2026-02-28 01:00:00,Communication Failure,Minor,109
4317,D0133,2026-03-05 12:00:00,Firmware Crash,Minor,163
4318,D0133,2026-03-09 11:00:00,Communication Failure,Minor,124
4319,D0133,2026-03-13 11:00:00,Communication Failure,Minor,68
4320,D0133,2026-03-13 12:00:00,Communication Failure,Minor,53
4321,D0133,2026-03-13 14:00:00,Firmware Crash,Minor,183
4322,D0133,2026-03-14 01:00:00,Communication Failure,Minor,27
4323,D0133,2026-03-14 12:00:00,Communication Failure,Minor,210
4324,D0133,2026-03-16 12:00:00,Firmware Crash,Minor,93
4325,D0133,2026-03-19 22:00:00,Communication Failure,Minor,41
4326,D0133,2026-03-21 14:00:00,Firmware Crash,Minor,194
4327,D0133,2026-03-22 12:00:00,Firmware Crash,Minor,153
4328,D0133,2026-03-24 06:00:00,Communication Failure,Minor,78
4329,D0133,2026-03-25 20:00:00,Communication Failure,Minor,72
4330,D0133,2026-03-27 18:00:00,Communication Failure,Minor,149
4331,D0133,2026-03-30 08:00:00,Communication Failure,Minor,16
4332,D0133,2026-03-31 12:00:00,Communication Failure,Minor,40
4333,D0133,2026-03-31 14:00:00,Firmware Crash,Minor,11
4334,D0133,2026-03-31 16:00:00,Firmware Crash,Minor,209
4335,D0134,2026-01-01 05:00:00,Communication Failure,Minor,136
4336,D0134,2026-01-01 09:00:00,Communication Failure,Minor,148
4337,D0134,2026-01-01 12:00:00,Firmware Crash,Minor,38
4338,D0134,2026-01-05 11:00:00,Communication Failure,Minor,79
4339,D0134,2026-01-06 06:00:00,Communication Failure,Minor,81
4340,D0134,2026-01-13 20:00:00,Communication Failure,Minor,117
4341,D0134,2026-01-15 16:00:00,Firmware Crash,Minor,108
4342,D0134,2026-01-17 12:00:00,Communication Failure,Minor,185
4343,D0134,2026-01-20 13:00:00,Firmware Crash,Minor,235
4344,D0134,2026-01-20 16:00:00,Firmware Crash,Minor,60
4345,D0134,2026-01-22 14:00:00,Communication Failure,Minor,161
4346,D0134,2026-01-26 12:00:00,Firmware Crash,Minor,128
4347,D0134,2026-01-28 15:00:00,Firmware Crash,Minor,104
4348,D0134,2026-01-30 08:00:00,Communication Failure,Minor,26
4349,D0134,2026-02-02 15:00:00,Communication Failure,Minor,170
4350,D0134,2026-02-17 16:00:00,Communication Failure,Minor,163
4351,D0134,2026-02-18 15:00:00,Communication Failure,Minor,65
4352,D0134,2026-02-20 11:00:00,Communication Failure,Minor,46
4353,D0134,2026-02-25 17:00:00,Communication Failure,Minor,181
4354,D0134,2026-03-03 21:00:00,Communication Failure,Minor,39
4355,D0134,2026-03-07 17:00:00,Firmware Crash,Minor,167
4356,D0134,2026-03-09 06:00:00,Communication Failure,Minor,233
